sample_name	age	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	dam_id	dam_institute	date_of_birth	depth	depth_m	description	diet	dna_extracted	dragon_name	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_condition	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	medication_antibiotics	notes	physical_specimen_location	physical_specimen_remaining	place_of_birth	provenance	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	rearing	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sire_id	sire_institute	title	weight_at_birth	weight_unit	zoo_animal_id
1747.Sanchez.72612.saliva2	7	years	0.0	Sanchez.72612.saliva2	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-07-26	GAZ:United States of America				0	0	Sanchez Saliva		true	Sanchez	6	6.0	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	10	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.Sanchez.72612.skin1	7	years	0.0	Sanchez.72612.skin1	UBERON:skin	UBERON:sebum	UBERON:skin	2012-07-26	GAZ:United States of America				0	0	Sanchez Skin		true	Sanchez	6	6.0	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	10	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.Sanchez.72612.skin2	7	years	0.0	Sanchez.72612.skin2	UBERON:skin	UBERON:sebum	UBERON:skin	2012-07-26	GAZ:United States of America				0	0	Sanchez Skin		true	Sanchez	6	6.0	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	10	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.Teman.72612.feces1	9	years	0.0	Teman.72612.feces1	UBERON:feces	UBERON:feces	UBERON:feces	2012-07-26	GAZ:United States of America				0	0	Teman Feces		true	Teman	6	6.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	11	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.Teman.72612.feces2	9	years	0.0	Teman.72612.feces2	UBERON:feces	UBERON:feces	UBERON:feces	2012-07-26	GAZ:United States of America				0	0	Teman Feces		true	Teman	6	6.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	11	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.Teman.72612.saliva1	9	years	0.0	Teman.72612.saliva1	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-07-26	GAZ:United States of America				0	0	Teman Saliva		true	Teman	6	6.0	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	11	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.Teman.72612.saliva2	9	years	0.0	Teman.72612.saliva2	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-07-26	GAZ:United States of America				0	0	Teman Saliva		true	Teman	6	6.0	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	11	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.Teman.72612.skin1	9	years	0.0	Teman.72612.skin1	UBERON:skin	UBERON:sebum	UBERON:skin	2012-07-26	GAZ:United States of America				0	0	Teman Skin		true	Teman	6	6.0	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	11	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.Teman.72612.skin2	9	years	0.0	Teman.72612.skin2	UBERON:skin	UBERON:sebum	UBERON:skin	2012-07-26	GAZ:United States of America				0	0	Teman Skin		true	Teman	6	6.0	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	11	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.boga.23290.fecal		years	0.0	boga.23290.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-16	GAZ:United States of America				0	0	boga.23290.fecal		true	Boga	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Houston	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	27	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Houston Zoo	true				1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			23290
1747.boga.23290.oral		years	0.0	boga.23290.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-16	GAZ:United States of America				0	0	boga.23290.oral		true	Boga	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Houston	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	27	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Houston Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			23290
1747.boga.23290.skin		years	0.0	boga.23290.skin	UBERON:shoulder skin	UBERON:sebum	UBERON:skin	2012-10-16	GAZ:United States of America				0	0	boga.23290.skin.above.right.shoulder		true	Boga	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Houston	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	27	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Houston Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			23290
1747.buru.991965.fecal	13	years	0.0	buru.991965.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-16	GAZ:United States of America				0	0	buru.fecal		true	Buru	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	36	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			991965
1747.buru.991965.skin	13	years	0.0	buru.991965.skin	UBERON:skin	UBERON:sebum	UBERON:skin	2012-08-16	GAZ:United States of America				0	0	buru.skin		true	Buru	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	36	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			991965
1747.buru.saliva	13	years	0.0	buru.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-08-16	GAZ:United States of America				0	0	pragon.saliva		true	Pragon	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	31	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011007.body		years	0.0	c.v.v.2011007.body	UBERON:skin	UBERON:sebum	UBERON:skin	Not applicable	GAZ:United States of America				0	0	snake body		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	48	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011007.fecal		years	0.0	c.v.v.2011007.fecal	UBERON:feces	UBERON:feces	UBERON:feces	Not applicable	GAZ:United States of America				0	0	snake fecal		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	48	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011007.oral		years	0.0	c.v.v.2011007.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Not applicable	GAZ:United States of America				0	0	snake oral		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	48	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011008.body		years	0.0	c.v.v.2011008.body	UBERON:skin	UBERON:sebum	UBERON:skin	Not applicable	GAZ:United States of America				0	0	snake body		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	49	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011008.fecal		years	0.0	c.v.v.2011008.fecal	UBERON:feces	UBERON:feces	UBERON:feces	Not applicable	GAZ:United States of America				0	0	snake fecal		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	49	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011008.oral		years	0.0	c.v.v.2011008.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Not applicable	GAZ:United States of America				0	0	snake oral		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	49	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011009.body		years	0.0	c.v.v.2011009.body	UBERON:skin	UBERON:sebum	UBERON:skin	Not applicable	GAZ:United States of America				0	0	snake body		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	50	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011009.fecal		years	0.0	c.v.v.2011009.fecal	UBERON:feces	UBERON:feces	UBERON:feces	Not applicable	GAZ:United States of America				0	0	snake fecal		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	50	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
