sample_name	age	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	dam_id	dam_institute	date_of_birth	depth	depth_m	description	diet	dna_extracted	dragon_name	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_condition	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	medication_antibiotics	notes	physical_specimen_location	physical_specimen_remaining	place_of_birth	provenance	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	rearing	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sire_id	sire_institute	title	weight_at_birth	weight_unit	zoo_animal_id
1747.DZF.612012.C.water		years	0.0	DZF.612012.C.water				2012-06-01	GAZ:United States of America				0	0	Castor water		true	Castor	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	animal-associated habitat	fresh water	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	2	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Water (non-saline)	1747		organismal metagenomes	410656	Water (non-saline)	urban metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.612012.C.window	18	years	0.0	DZF.612012.C.window				2012-06-01	GAZ:United States of America				0	0	Castor Window		true	Castor	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	2	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.612012.RJ.fecal		years	0.0	DZF.612012.RJ.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-01	GAZ:United States of America				0	0	Raja feces		true	Raja	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.612012.RJ.front.rock.ledge		years	0.0	DZF.612012.RJ.front.rock.ledge				2012-06-01	GAZ:United States of America				0	0	Raja front rock ledge		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.612012.RJ.saliva.inside.mouth		years	0.0	DZF.612012.RJ.saliva.inside.mouth	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-06-01	GAZ:United States of America				0	0	Raja inside mouth		true	Raja	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.612012.RJ.skin.1		years	0.0	DZF.612012.RJ.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of head	2012-06-01	GAZ:United States of America				0	0	Raja skin 1		true	Raja	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.612012.RJ.skin.2		years	0.0	DZF.612012.RJ.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of head	2012-06-01	GAZ:United States of America				0	0	Raja skin 2		true	Raja	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.612012.RJ.skin.3		years	0.0	DZF.612012.RJ.skin.4	UBERON:skin	UBERON:sebum	UBERON:skin of head	2012-06-01	GAZ:United States of America				0	0	Raja skin 3		true	Raja	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.612012.RJ.soil		years	0.0	DZF.612012.RJ.soil				2012-06-01	GAZ:United States of America				0	0	Raja dirt		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	urban biome	animal-associated habitat	soil	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Soil (non-saline)	1747		organismal metagenomes	410656	Soil (non-saline)	soil metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.612012.RJ.water		years	0.0	DZF.612012.RJ.water				2012-06-01	GAZ:United States of America				0	0	Raja water		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	animal-associated habitat	fresh water	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true				1747		organismal metagenomes	410656	Water (non-saline)	urban metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.A.fecal		years	0.0	DZF.6132012.A.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-13	GAZ:United States of America				0	0	Anika fecal		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.back.rock.wall		years	0.0	DZF.6132012.TJ.back.rock.wall				2012-06-13	GAZ:United States of America				0	0	Tujah back rock wall		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.center.basking.rock		years	0.0	DZF.6132012.TJ.center.basking.rock				2012-06-13	GAZ:United States of America				0	0	Tujah center basking rock		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.door		years	0.0	DZF.6132012.TJ.door				2012-06-13	GAZ:United States of America				0	0	Tujah exhibit metal door 		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.exhibit.glass		years	0.0	DZF.6132012.TJ.exhibit.glass				2012-06-13	GAZ:United States of America				0	0	Tujah exhibit glass		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.holding.floor		years	0.0	DZF.6132012.TJ.holding.floor				2012-06-13	GAZ:United States of America				0	0	Tujah holding floor		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.holding.wall		years	0.0	DZF.6132012.TJ.holding.wall				2012-06-13	GAZ:United States of America				0	0	Tujah holding wall		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.log		years	0.0	DZF.6132012.TJ.log				2012-06-13	GAZ:United States of America				0	0	Tujah log 		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	wood	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Plant surface	plant metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.log.by.shift		years	0.0	DZF.6132012.TJ.log.by.shift				2012-06-13	GAZ:United States of America				0	0	Tujah log by shift		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	wood	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Plant surface	plant metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.planter.soil		years	0.0	DZF.6132012.TJ.planter.soil				2012-06-13	GAZ:United States of America				0	0	Tujah planter soil		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	urban biome	animal-associated habitat	soil	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Soil (non-saline)	1747		organismal metagenomes	410656	Soil (non-saline)	soil metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.ponytail.palm.tree		years	0.0	DZF.6132012.TJ.ponytail.palm.tree				2012-06-13	GAZ:United States of America				0	0	Tujah ponytail palm tree		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	wood	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Plant surface	plant metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.saliva		years	0.0	DZF.6132012.TJ.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-06-07	GAZ:United States of America				0	0	Tujah drool		true	Tujah	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.shelf		years	0.0	DZF.6132012.TJ.shelf				2012-06-13	GAZ:United States of America				0	0	Tujah front rock shelf		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.side.basking.rock		years	0.0	DZF.6132012.TJ.side.basking.rock				2012-06-13	GAZ:United States of America				0	0	Tujah side basking rock		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.sunken.tree.stump		years	0.0	DZF.6132012.TJ.sunken.tree.stump				2012-06-13	GAZ:United States of America				0	0	Tujah sunken tree stump		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	wood	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Plant surface	plant metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.tree.in.central.planter.bark		years	0.0	DZF.6132012.TJ.tree.in.central.planter.bark				2012-06-13	GAZ:United States of America				0	0	Tujah tree in central planter bark		true	Tujah	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	wood	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Plant surface	plant metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6132012.TJ.tree.in.central.planter.leaves		years	0.0	DZF.6132012.TJ.tree.in.central.planter.leaves				2012-06-13	GAZ:United States of America				0	0	Tujah tree in central planter leaves		true	Tujah	1607.52	1607.52	True	EMP sample	Host-associated	Plant	Plant corpus	urban biome	animal-associated habitat	animal habitation	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	3	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Plant	Plant corpus	1747		organismal metagenomes	410656	Plant surface	plant metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6142012.KK.fecal		years	0.0	DZF.6142012.KK.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-14	GAZ:United States of America				0	0	Kristika fecal		true	Kristika	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.KK.feces		years	0.0	DZF.6202012.KK.feces	UBERON:feces	UBERON:feces	UBERON:feces	2012-06-20	GAZ:United States of America				0	0	Kristika fecal		true	Kristika	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.KK.water		years	0.0	DZF.6202012.KK.water				2012-07-01	GAZ:United States of America				0	0	Kristika water		true	Kristika	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Water (non-saline)	urban biome	animal-associated habitat	fresh water	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Water (non-saline)	1747		organismal metagenomes	410656	Water (non-saline)	urban metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.RJ.acrylic.shield		years	0.0	DZF.6202012.RJ.acrylic shield				2012-06-21	GAZ:United States of America				0	0	Raja Acrylic Shield		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true				1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.RJ.back.rock.ledge		years	0.0	DZF.6202012.RJ.ledge				2012-06-28	GAZ:United States of America				0	0	Raja back rock ledge		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.6202012.RJ.front.ledge		years	0.0	DZF.6202012.RJ.front.ledge				2012-06-23	GAZ:United States of America				0	0	Raja front rock ledge		true	Raja	1607.52	1607.52	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	animal-associated habitat	surface layer	built environment	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	4	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Free-living	Non-saline	Surface (non-saline)	1747		organismal metagenomes	410656	Surface (non-saline)	indoor metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
